filename,prolificID,start_time,date
'taskdata_240115_111750_exp_fwdspan_5a8e98daae9a0b0001aa430b.csv',5a8e98daae9a0b0001aa430b,11:17:50 AM,1/15/2024
'taskdata_240115_112715_exp_fwdspan_5ecaf63fc6a81f000bd94777.csv',5ecaf63fc6a81f000bd94777,11:27:15,15/01/2024
'taskdata_240115_112507_exp_fwdspan_6131f6711c0d96f6f1fb04af.csv',6131f6711c0d96f6f1fb04af,11:25:07 AM,1/15/2024
'taskdata_240115_112250_exp_fwdspan_63eb3891e11552f1afb46066.csv',63eb3891e11552f1afb46066,11:22:50 AM,1/15/2024
'taskdata_240115_112136_exp_fwdspan_65379d29632c303c2c964ea7.csv',65379d29632c303c2c964ea7,11:21:36 AM,1/15/2024
'taskdata_240115_122507_exp_fwdspan_6545ed716c9ba63f28e9cd34.csv',6545ed716c9ba63f28e9cd34,12:25:07 PM,1/15/2024
'taskdata_240115_113941_exp_fwdspan_609fe745ce68c700663d6339.csv',609fe745ce68c700663d6339,11:39:41,15/01/2024
'taskdata_240115_112313_exp_fwdspan_64403305213136974ed0f67a.csv',64403305213136974ed0f67a,11:23:13,15/01/2024
'taskdata_240115_112320_exp_fwdspan_65a2a75121e5c36aa719a3fd.csv',65a2a75121e5c36aa719a3fd,11:23:20,15/01/2024
'taskdata_240115_112302_exp_fwdspan_5f3a7e7b3a55e009ff81175e.csv',5f3a7e7b3a55e009ff81175e,11:23:02,15/01/2024
'taskdata_240115_125903_exp_fwdspan_5c7bb4095dcdda001427a670.csv',5c7bb4095dcdda001427a670,12:59:03,15/01/2024
'taskdata_240115_112029_exp_fwdspan_5a25cb0ab279aa0001b0dc01.csv',5a25cb0ab279aa0001b0dc01,11:20:29,15/01/2024
'taskdata_240115_112737_exp_fwdspan_62d6d75faf2887ac7631c709.csv',62d6d75faf2887ac7631c709,11:27:37,15/01/2024
'taskdata_240115_113242_exp_fwdspan_5eb400dfeb119a1f67e22297.csv',5eb400dfeb119a1f67e22297,11:32:42,15/01/2024
'taskdata_240115_132529_exp_fwdspan_5fe9284c2c2ee63925e41e5d.csv',5fe9284c2c2ee63925e41e5d,13:25:29,15/01/2024
'taskdata_240115_120257_exp_fwdspan_5f22b52e1c71f8024cba331b.csv',5f22b52e1c71f8024cba331b,12:02:57,15/01/2024
'taskdata_240115_112005_exp_fwdspan_5b8bfff214e8c60001052fbd.csv',5b8bfff214e8c60001052fbd,11:20:05,15/01/2024
'taskdata_240115_124729_exp_fwdspan_65742cabd8f58d184dbc9d42.csv',65742cabd8f58d184dbc9d42,12:47:29 PM,1/15/2024
'taskdata_240115_111951_exp_fwdspan_5eb9b5c67bb5c60e4ab0974e.csv',5eb9b5c67bb5c60e4ab0974e,11:19:51,15/01/2024
'taskdata_240115_113144_exp_fwdspan_629f2a1f516a323b811b8273.csv',629f2a1f516a323b811b8273,11:31:44,15/01/2024
'taskdata_240115_144021_exp_fwdspan_598971de71fb500001aaa40c.csv',598971de71fb500001aaa40c,2:40:21 PM,1/15/2024
'taskdata_240115_123043_exp_fwdspan_659aec98c06f2c8874021bb1.csv',659aec98c06f2c8874021bb1,12:30:43 PM,1/15/2024
'taskdata_240115_123547_exp_fwdspan_5ea4cebb8944a8495280db42.csv',5ea4cebb8944a8495280db42,12:35:47,15/01/2024
'taskdata_240115_111951_exp_fwdspan_5b7550cb09105000015131ae.csv',5b7550cb09105000015131ae,11:19:51 AM,1/15/2024
'taskdata_240115_111654_exp_fwdspan_63d79d9bdcff357d2f18fff0.csv',63d79d9bdcff357d2f18fff0,11:16:54,15/01/2024
'taskdata_240115_112707_exp_fwdspan_63d3f953f8fb0fe970f0d0c6.csv',63d3f953f8fb0fe970f0d0c6,11:27:07 AM,1/15/2024
'taskdata_240115_032602_exp_fwdspan_655741def571cd2e0a2bd5b9.csv',655741def571cd2e0a2bd5b9,3:26:02 AM,1/15/2024
'taskdata_240115_112015_exp_fwdspan_6400d919945d23676a68b781.csv',6400d919945d23676a68b781,11:20:15,15/01/2024
'taskdata_240115_112039_exp_fwdspan_58038ecf9c39b3000179ecdc.csv',58038ecf9c39b3000179ecdc,11:20:39,15/01/2024
'taskdata_240115_131419_exp_fwdspan_64135fce66ddc4d8c4b28dff.csv',64135fce66ddc4d8c4b28dff,1:14:19 PM,1/15/2024
'taskdata_240115_112155_exp_fwdspan_6054b8917d12e50e58f01bed.csv',6054b8917d12e50e58f01bed,11:21:55,15/01/2024
'taskdata_240115_131226_exp_fwdspan_63d7cd776c3b50b48eabd288.csv',63d7cd776c3b50b48eabd288,13:12:26,15/01/2024
'taskdata_240115_112014_exp_fwdspan_57144a4cc9fbf700124c0ed5.csv',57144a4cc9fbf700124c0ed5,11:20:14 AM,1/15/2024
'taskdata_240115_055408_exp_fwdspan_6536baae5339076dc9aed683.csv',6536baae5339076dc9aed683,5:54:08 AM,1/15/2024
'taskdata_240115_112242_exp_fwdspan_5db0561428bb350014e1b707.csv',5db0561428bb350014e1b707,11:22:42,15/01/2024
'taskdata_240115_111843_exp_fwdspan_61011dd1dccad8267930b9bd.csv',61011dd1dccad8267930b9bd,11:18:43,15/01/2024
'taskdata_240115_112734_exp_fwdspan_5f818c9c145bf623caf8d14b.csv',5f818c9c145bf623caf8d14b,11:27:34,15/01/2024
'taskdata_240115_112421_exp_fwdspan_5d7e1d2db5bd580017d11cec.csv',5d7e1d2db5bd580017d11cec,11:24:21,15/01/2024
'taskdata_240115_131145_exp_fwdspan_6280bf67a185ccdf2af50e2b.csv',6280bf67a185ccdf2af50e2b,13:11:45,15/01/2024
'taskdata_240115_112053_exp_fwdspan_5f0ee8d7db524201331a9212.csv',5f0ee8d7db524201331a9212,11:20:53,15/01/2024
'taskdata_240115_111944_exp_fwdspan_571a720a6a1c6300134b8d2c.csv',571a720a6a1c6300134b8d2c,11:19:44,15/01/2024
'taskdata_240115_122915_exp_fwdspan_654f57e013ddde4c808416da.csv',654f57e013ddde4c808416da,12:29:15 PM,1/15/2024
'taskdata_240115_111947_exp_fwdspan_59d3bb3200d4940001817436.csv',59d3bb3200d4940001817436,11:19:47,15/01/2024
'taskdata_240115_155052_exp_fwdspan_65313a592d60e2cc4ce90841.csv',65313a592d60e2cc4ce90841,3:50:52 PM,1/15/2024
'taskdata_240115_112111_exp_fwdspan_5efbc6d2c1afc617b36fdd7d.csv',5efbc6d2c1afc617b36fdd7d,11:21:11,15/01/2024
'taskdata_240115_111852_exp_fwdspan_5a78b50d5292b80001228479.csv',5a78b50d5292b80001228479,11:18:52,15/01/2024
'taskdata_240115_112121_exp_fwdspan_60bf8f44f1188266dd8a3e85.csv',60bf8f44f1188266dd8a3e85,11:21:21,15/01/2024
'taskdata_240115_112123_exp_fwdspan_64140e2c9042d48253f82caa.csv',64140e2c9042d48253f82caa,11:21:23,15/01/2024
'taskdata_240115_111851_exp_fwdspan_5be59ce3520a3300010e28a9.csv',5be59ce3520a3300010e28a9,11:18:51,15/01/2024
'taskdata_240115_112319_exp_fwdspan_6546549b0511efc35646724f.csv',6546549b0511efc35646724f,11:23:19,15/01/2024
'taskdata_240115_125654_exp_fwdspan_62909d7551844220ac3125a5.csv',62909d7551844220ac3125a5,12:56:54,15/01/2024
'taskdata_240115_112645_exp_fwdspan_5efb14b20602b4024585eec6.csv',5efb14b20602b4024585eec6,11:26:45,15/01/2024
'taskdata_240115_111828_exp_fwdspan_61bb37e440db417c1a138b46.csv',61bb37e440db417c1a138b46,11:18:28,15/01/2024
'taskdata_240115_112007_exp_fwdspan_5fb68cacefe4a505428c49c3.csv',5fb68cacefe4a505428c49c3,11:20:07,15/01/2024
'taskdata_240115_130258_exp_fwdspan_5c4b987538878c0001c7883b.csv',5c4b987538878c0001c7883b,13:02:58,15/01/2024
'taskdata_240115_112509_exp_fwdspan_599352ad5f49420001caf919.csv',599352ad5f49420001caf919,11:25:09 AM,1/15/2024
'taskdata_240115_132754_exp_fwdspan_6002e90144049f32edaf9ccf.csv',6002e90144049f32edaf9ccf,13:27:54,15/01/2024
'taskdata_240115_112148_exp_fwdspan_5f2acd4b53b8533a53c7bc89.csv',5f2acd4b53b8533a53c7bc89,11:21:48,15/01/2024
'taskdata_240115_112300_exp_fwdspan_5c742ed3b80b460016bd0361.csv',5c742ed3b80b460016bd0361,11:23:00,15/01/2024
'taskdata_240115_131542_exp_fwdspan_5d124464019fa6000162bfdb.csv',5d124464019fa6000162bfdb,1:15:42 PM,1/15/2024
'taskdata_240115_112159_exp_fwdspan_5bead56b5324b10001c2551c.csv',5bead56b5324b10001c2551c,11:21:59 AM,1/15/2024
'taskdata_240115_054018_exp_fwdspan_6559f3d90411c2a4be0397cc.csv',6559f3d90411c2a4be0397cc,5:40:18 AM,1/15/2024
'taskdata_240115_112041_exp_fwdspan_6560ae7968dae6508fe4d420.csv',6560ae7968dae6508fe4d420,11:20:41,15/01/2024
'taskdata_240115_112923_exp_fwdspan_64137f61588ac05138484e9f.csv',64137f61588ac05138484e9f,11:29:23,15/01/2024
'taskdata_240115_115557_exp_fwdspan_6287ad6ae4fc8309c7a5263c.csv',6287ad6ae4fc8309c7a5263c,11:55:57,15/01/2024
