filename,prolificID,start_time,date
'taskdata_240326_170250_exp_post_survey_65f07c8102b4c1d4aa644c4a.csv',65f07c8102b4c1d4aa644c4a,17:02:50,26/03/2024
'taskdata_240326_155307_exp_post_survey_60650e72f3359295eb889c0f.csv',60650e72f3359295eb889c0f,15:53:07,26/03/2024
'taskdata_240326_154045_exp_post_survey_5ac3b688fa3b4e0001735a24.csv',5ac3b688fa3b4e0001735a24,15:40:45,26/03/2024
'taskdata_240326_160054_exp_post_survey_5f0cfeef098f1e53ff201909.csv',5f0cfeef098f1e53ff201909,16:00:54,26/03/2024
'taskdata_240326_153739_exp_post_survey_5bf8a27021a4e1000194fc76.csv',5bf8a27021a4e1000194fc76,15:37:39,26/03/2024
'taskdata_240326_155510_exp_post_survey_6103d7b00cb90ef8d5c5260a.csv',6103d7b00cb90ef8d5c5260a,15:55:10,26/03/2024
'taskdata_240326_155204_exp_post_survey_5c3205407e0559000172f153.csv',5c3205407e0559000172f153,15:52:04,26/03/2024
'taskdata_240326_155217_exp_post_survey_5d30f3d2d2938d0001bfbd1e.csv',5d30f3d2d2938d0001bfbd1e,15:52:17,26/03/2024
'taskdata_240326_155424_exp_post_survey_5ecf82c4e84c2d01e7ba2f7a.csv',5ecf82c4e84c2d01e7ba2f7a,15:54:24,26/03/2024
'taskdata_240326_154935_exp_post_survey_5f467b8d74eeef0365ffb26e.csv',5f467b8d74eeef0365ffb26e,15:49:35,26/03/2024
